,cut_number,y,x
942,4,1490,3256
943,4,1490,3257
944,4,1491,3246
945,4,1491,3247
946,4,1491,3248
947,4,1491,3249
948,4,1491,3250
949,4,1491,3251
950,4,1491,3252
951,4,1491,3253
952,4,1491,3254
953,4,1491,3255
954,4,1491,3256
955,4,1491,3257
956,4,1492,3248
957,4,1492,3249
958,4,1492,3250
959,4,1492,3251
960,4,1492,3252
961,4,1492,3253
962,4,1492,3254
963,4,1492,3255
964,4,1492,3256
965,4,1492,3257
966,4,1493,3248
967,4,1493,3249
968,4,1493,3250
969,4,1493,3251
970,4,1493,3252
971,4,1493,3253
972,4,1493,3254
973,4,1493,3255
974,4,1493,3256
975,4,1493,3257
976,4,1494,3248
977,4,1494,3249
978,4,1494,3250
979,4,1494,3251
980,4,1494,3252
981,4,1494,3253
982,4,1494,3254
983,4,1494,3255
984,4,1494,3256
985,4,1494,3257
986,4,1495,3248
987,4,1495,3249
988,4,1495,3250
989,4,1495,3251
990,4,1495,3252
991,4,1495,3253
992,4,1495,3254
993,4,1495,3255
994,4,1495,3256
995,4,1495,3257
996,4,1496,3250
997,4,1496,3251
998,4,1496,3252
999,4,1496,3253
1000,4,1496,3254
1001,4,1496,3255
1002,4,1497,3250
1003,4,1497,3251
1004,4,1497,3252
1005,4,1497,3253
1006,4,1497,3254
1007,4,1497,3255
1008,5,657,1848
1009,5,657,1849
1010,5,657,1850
1011,5,657,1851
1012,5,657,1852
1013,5,657,1853
1014,5,658,1844
1015,5,658,1845
1016,5,658,1846
1017,5,658,1847
1018,5,658,1848
1019,5,658,1849
1020,5,658,1850
1021,5,658,1851
1022,5,658,1852
1023,5,658,1853
1024,5,658,1854
1025,5,658,1855
1026,5,658,1856
1027,5,658,1857
1028,5,659,1844
1029,5,659,1845
1030,5,659,1846
1031,5,659,1847
1032,5,659,1848
1033,5,659,1849
1034,5,659,1850
1035,5,659,1851
1036,5,659,1852
1037,5,659,1853
1038,5,659,1854
1039,5,659,1855
1040,5,659,1856
1041,5,659,1857
1042,5,660,1844
1043,5,660,1845
1044,5,660,1846
1045,5,660,1847
1046,5,660,1848
1047,5,660,1849
1048,5,660,1850
1049,5,660,1851
1050,5,660,1852
1051,5,660,1853
1052,5,660,1854
1053,5,660,1855
1054,5,660,1856
1055,5,660,1857
1056,5,660,1858
1057,5,660,1859
1058,5,661,1844
1059,5,661,1845
1060,5,661,1846
1061,5,661,1847
1062,5,661,1848
1063,5,661,1849
1064,5,661,1850
1065,5,661,1851
1066,5,661,1852
1067,5,661,1853
1068,5,661,1854
1069,5,661,1855
1070,5,661,1856
1071,5,661,1857
1072,5,661,1858
1073,5,661,1859
1074,5,662,1844
1075,5,662,1845
1076,5,662,1846
1077,5,662,1847
1078,5,662,1848
1079,5,662,1849
1080,5,662,1850
1081,5,662,1851
1082,5,662,1852
1083,5,662,1853
1084,5,662,1854
1085,5,662,1855
1086,5,662,1856
1087,5,662,1857
1088,5,662,1858
1089,5,662,1859
1090,5,663,1844
1091,5,663,1845
1092,5,663,1846
1093,5,663,1847
1094,5,663,1848
1095,5,663,1849
1096,5,663,1850
1097,5,663,1851
1098,5,663,1852
1099,5,663,1853
1100,5,663,1854
1101,5,663,1855
1102,5,663,1856
1103,5,663,1857
1104,5,663,1858
1105,5,663,1859
1106,5,664,1844
1107,5,664,1845
1108,5,664,1846
1109,5,664,1847
1110,5,664,1848
1111,5,664,1849
1112,5,664,1850
1113,5,664,1851
1114,5,664,1852
1115,5,664,1853
1116,5,664,1854
1117,5,664,1855
1118,5,664,1856
1119,5,664,1857
1120,5,664,1858
1121,5,664,1859
1122,5,665,1844
1123,5,665,1845
1124,5,665,1846
1125,5,665,1847
1126,5,665,1848
1127,5,665,1849
1128,5,665,1850
1129,5,665,1851
1130,5,665,1852
1131,5,665,1853
1132,5,665,1854
1133,5,665,1855
1134,5,665,1856
1135,5,665,1857
1136,5,665,1858
1137,5,665,1859
1138,5,666,1846
1139,5,666,1847
1140,5,666,1848
1141,5,666,1849
1142,5,666,1850
1143,5,666,1851
1144,5,666,1852
1145,5,666,1853
1146,5,666,1854
1147,5,666,1855
1148,5,666,1856
1149,5,666,1857
1150,5,667,1846
1151,5,667,1847
1152,5,667,1848
1153,5,667,1849
1154,5,667,1850
1155,5,667,1851
1156,5,667,1852
1157,5,667,1853
1158,5,667,1854
1159,5,667,1855
1160,5,667,1856
1161,5,667,1857
1162,5,668,1848
1163,5,668,1849
1164,5,668,1850
1165,5,668,1851
1166,5,668,1852
1167,5,668,1853
1168,5,668,1854
1169,5,668,1855
1170,5,669,1848
1171,5,669,1849
1172,5,669,1850
1173,5,669,1851
1174,5,669,1852
1175,5,669,1853
1176,5,669,1854
1177,5,669,1855
1178,6,656,1846
1179,6,656,1847
1180,6,656,1848
1181,6,656,1849
1182,6,656,1850
1183,6,656,1851
1184,6,656,1852
1185,6,656,1853
1186,6,656,1854
1187,6,656,1855
1188,6,656,1856
1189,6,656,1857
1190,6,657,1846
1191,6,657,1847
1192,6,657,1848
1193,6,657,1849
1194,6,657,1850
1195,6,657,1851
1196,6,657,1852
1197,6,657,1853
1198,6,657,1854
1199,6,657,1855
1200,6,657,1856
1201,6,657,1857
1202,6,658,1846
1203,6,658,1847
1204,6,658,1848
1205,6,658,1849
1206,6,658,1850
1207,6,658,1851
1208,6,658,1852
1209,6,658,1853
1210,6,658,1854
1211,6,658,1855
1212,6,658,1856
1213,6,658,1857
1214,6,658,1858
1215,6,658,1859
1216,6,659,1846
1217,6,659,1847
1218,6,659,1848
1219,6,659,1849
1220,6,659,1850
1221,6,659,1851
1222,6,659,1852
1223,6,659,1853
1224,6,659,1854
1225,6,659,1855
1226,6,659,1856
1227,6,659,1857
1228,6,659,1858
1229,6,659,1859
1230,6,660,1844
1231,6,660,1845
1232,6,660,1846
1233,6,660,1847
1234,6,660,1848
1235,6,660,1849
1236,6,660,1850
1237,6,660,1851
1238,6,660,1852
1239,6,660,1853
1240,6,660,1854
1241,6,660,1855
1242,6,660,1856
1243,6,660,1857
1244,6,660,1858
1245,6,660,1859
1246,6,660,1860
1247,6,660,1861
1248,6,661,1844
1249,6,661,1845
1250,6,661,1846
1251,6,661,1847
1252,6,661,1848
1253,6,661,1849
1254,6,661,1850
1255,6,661,1851
1256,6,661,1852
1257,6,661,1853
1258,6,661,1854
1259,6,661,1855
1260,6,661,1856
1261,6,661,1857
1262,6,661,1858
1263,6,661,1859
1264,6,661,1860
1265,6,661,1861
1266,6,662,1844
1267,6,662,1845
1268,6,662,1846
1269,6,662,1847
1270,6,662,1848
1271,6,662,1849
1272,6,662,1850
1273,6,662,1851
1274,6,662,1852
1275,6,662,1853
1276,6,662,1854
1277,6,662,1855
1278,6,662,1856
1279,6,662,1857
1280,6,662,1858
1281,6,662,1859
1282,6,662,1860
1283,6,662,1861
1284,6,663,1844
1285,6,663,1845
1286,6,663,1846
1287,6,663,1847
1288,6,663,1848
1289,6,663,1849
1290,6,663,1850
1291,6,663,1851
1292,6,663,1852
1293,6,663,1853
1294,6,663,1854
1295,6,663,1855
1296,6,663,1856
1297,6,663,1857
1298,6,663,1858
1299,6,663,1859
1300,6,663,1860
1301,6,663,1861
1302,6,664,1846
1303,6,664,1847
1304,6,664,1848
1305,6,664,1849
1306,6,664,1850
1307,6,664,1851
1308,6,664,1852
1309,6,664,1853
1310,6,664,1854
1311,6,664,1855
1312,6,664,1856
1313,6,664,1857
1314,6,664,1858
1315,6,664,1859
1316,6,664,1860
1317,6,664,1861
1318,6,665,1846
1319,6,665,1847
1320,6,665,1848
1321,6,665,1849
1322,6,665,1850
1323,6,665,1851
1324,6,665,1852
1325,6,665,1853
1326,6,665,1854
1327,6,665,1855
1328,6,665,1856
1329,6,665,1857
1330,6,665,1858
1331,6,665,1859
1332,6,665,1860
1333,6,665,1861
1334,6,666,1848
1335,6,666,1849
1336,6,666,1850
1337,6,666,1851
1338,6,666,1852
1339,6,666,1853
1340,6,666,1854
1341,6,666,1855
1342,6,666,1856
1343,6,666,1857
1344,6,666,1858
1345,6,666,1859
1346,6,667,1848
1347,6,667,1849
1348,6,667,1850
1349,6,667,1851
1350,6,667,1852
1351,6,667,1853
1352,6,667,1854
1353,6,667,1855
1354,6,667,1856
1355,6,667,1857
1356,6,667,1858
1357,6,667,1859
1358,6,668,1850
1359,6,668,1851
1360,6,668,1852
1361,6,668,1853
1362,6,668,1854
1363,6,668,1855
1364,6,668,1856
1365,6,668,1857
1366,6,669,1850
1367,6,669,1851
1368,6,669,1852
1369,6,669,1853
1370,6,669,1854
1371,6,669,1855
1372,6,669,1856
1373,6,669,1857
1374,7,558,702
1375,7,558,703
1376,7,558,704
1377,7,558,705
1378,7,558,706
1379,7,558,707
1380,7,558,708
1381,7,558,709
1382,7,559,702
1383,7,559,703
1384,7,559,704
1385,7,559,705
1386,7,559,706
1387,7,559,707
1388,7,559,708
1389,7,559,709
1390,7,560,702
1391,7,560,703
1392,7,560,704
1393,7,560,705
1394,7,560,706
1395,7,560,707
